ORF,gravy score,aliphatic index
YGL131C,-0.66,64.3
YGL132W,0.1,99.99
YGL133W,-0.77,73.3
YGL134W,-0.44,80.53
YGL135W,-0.27,89.03
YGL136C,-0.61,75.27
YGL137W,-0.38,77.01
YGL138C,-0.6,68.28
YGL139W,0.1,88.34
YGL140C,-0.09,87.24
YGL141W,-0.35,85.61
YGL142C,0.2,94.81
YGL143C,-0.59,79.13
YGL144C,-0.3,89.62
YGL145W,-0.35,93.84
YGL146C,-0.05,93.57
YGL147C,-0.26,93.49
YGL148W,-0.38,70.72
YGL149W,1.12,113.9
YGL150C,-0.89,68.12
YGL151W,-0.19,95.83
YGL152C,0.95,119.55
YGL153W,-0.73,72.7
YGL154C,0.07,88.28
YGL155W,-0.23,76.34
YGL156W,-0.5,70.63
YGL157W,-0.18,78.79
YGL158W,-0.47,71.91
YGL159W,-0.07,104.61
YGL160W,-0.04,97.66
YGL161C,-0.17,84.18
YGL162W,-0.39,84.96
YGL163C,-0.58,79.59
YGL164C,-0.73,84.09
YGL165C,0.23,87.0
YGL166W,-0.67,65.25
YGL167C,0.02,98.88
YGL168W,0.42,104.11
YGL169W,-0.14,97.58
YGL170C,-0.98,53.03
YGL171W,-0.42,88.12
YGL172W,-0.41,73.21
YGL173C,-0.6,75.09
YGL174W,-1.2,55.65
YGL175C,-0.9,69.35
YGL176C,-0.39,75.99
YGL177W,-0.37,68.94
YGL178W,-0.37,78.84
YGL179C,-0.3,84.08
YGL180W,-0.47,82.38
YGL181W,-0.86,47.92
YGL182C,-0.15,92.42
YGL183C,-0.78,78.92
YGL184C,-0.2,90.91
YGL185C,-0.33,83.97
YGL186C,0.4,94.55
YGL187C,-0.4,80.56
YGL188C,-0.28,82.21
YGL189C,-0.87,61.76
YGL190C,-0.67,67.71
YGL191W,-0.62,55.69
YGL192W,-0.54,80.31
YGL193C,-0.04,76.3
YGL194C,-0.39,80.02
YGL195W,0.04,107.11
YGL196W,-0.18,85.23
YGL197W,-0.62,69.58
YGL198W,0.52,115.32
YGL199C,-0.02,82.99
YGL200C,-0.22,77.62
YGL201C,-0.5,74.74
YGL202W,-0.37,79.31
YGL203C,-0.76,68.21
YGL204C,0.74,118.56
YGL205W,-0.25,85.66
YGL206C,-0.17,99.15
YGL207W,-0.65,75.01
YGL208W,-0.83,61.56
YGL209W,-0.71,59.3
YGL210W,-0.46,72.67
YGL211W,-0.21,85.85
YGL212W,-0.93,74.49
YGL213C,-0.27,76.05
YGL214W,-0.17,84.88
YGL215W,-0.49,64.67
YGL216W,-0.46,83.77
YGL217C,0.54,122.98
YGL218W,0.53,111.49
YGL219C,-0.47,80.02
YGL220W,-0.52,68.75
YGL221C,-0.18,86.3
YGL222C,-1.27,46.86
YGL223C,-0.41,95.87
YGL224C,-0.22,94.37
YGL225W,0.66,107.98
YGL226C-A,0.67,99.79
YGL226W,-0.53,71.64
YGL227W,-0.7,73.28
YGL228W,-0.64,68.81
YGL229C,-0.41,85.88
YGL230C,-0.2,82.78
YGL231C,-0.27,77.41
YGL232W,-0.86,66.85
YGL233W,-0.24,93.47
YGL234W,0.01,94.59
YGL235W,0.32,97.4
YGL236C,-0.21,92.74
YGL237C,-1.05,51.3
YGL238W,0.05,106.84
YGL239C,0.33,105.72
YGL240W,-0.37,81.82
YGL241W,-0.01,103.83
YGL242C,-0.81,84.37
YGL243W,-0.48,84.8
YGL244W,-1.35,47.68
YGL245W,-0.46,81.31
YGL246C,-0.46,81.05
YGL247W,-0.06,92.42
YGL248W,-0.3,92.19
YGL249W,-0.54,79.84
YGL250W,-0.59,77.63
YGL251C,-0.42,82.14
YGL252C,-0.21,89.11
YGL253W,-0.33,79.18
YGL254W,-0.84,54.21
YGL255W,0.29,91.65
YGL256W,-0.09,89.99
YGL257C,-0.24,88.19
YGL258W,0.17,78.37
YGL259W,0.2,97.36
YGL260W,0.3,88.15
YGL261C,0.25,90.09
YGL262W,-0.3,81.2
YGL263W,-0.11,75.28
YGR001C,-0.61,64.3
YGR002C,-0.86,66.39
YGR003W,-0.2,93.67
YGR004W,-0.16,87.79
YGR005C,-1.09,64.61
YGR006W,-0.43,94.8
YGR007W,-0.44,70.79
YGR008C,-1.61,34.26
YGR009C,-1.27,47.69
YGR010W,-0.4,84.4
YGR011W,0.32,86.79
YGR012W,-0.16,89.49
YGR013W,-0.93,69.24
YGR014W,-0.17,65.41
YGR015C,-0.23,92.54
YGR016W,0.21,119.63
YGR017W,-0.95,50.45
YGR018C,-0.15,71.4
YGR019W,-0.42,77.22
YGR020C,-0.47,84.32
YGR021W,-0.42,80.61
YGR022C,0.23,117.73
YGR023W,-0.29,67.47
YGR024C,-0.31,76.76
YGR025W,-0.65,47.42
YGR026W,0.03,95.46
YGR027C,-0.56,84.79
YGR028W,-0.18,98.25
YGR029W,-0.9,54.07
YGR030C,-0.43,95.78
YGR031W,-0.23,92.45
YGR032W,-0.14,79.81
YGR033C,-0.53,80.08
YGR034W,-0.56,91.12
YGR035C,-0.93,57.72
YGR036C,0.26,92.68
YGR037C,-0.81,69.74
YGR038W,-0.12,82.87
YGR039W,0.32,107.71
YGR040W,-0.28,86.63
YGR041W,-0.57,67.43
YGR042W,-0.71,80.09
YGR043C,-0.35,83.1
YGR044C,-0.65,66.26
YGR045C,0.31,93.8
YGR046W,-0.47,75.31
YGR047C,-0.58,77.83
YGR048W,-0.41,73.63
YGR049W,0.16,97.0
YGR050C,-0.24,79.55
YGR051C,-0.44,57.42
YGR052W,-0.43,69.22
YGR053C,-0.4,84.22
YGR054W,-0.47,71.11
YGR055W,0.41,100.52
YGR056W,-0.7,70.27
YGR057C,-0.28,79.44
YGR058W,-0.66,67.58
YGR059W,-0.68,74.48
YGR060W,-0.1,71.35
YGR061C,-0.22,85.1
YGR062C,0.2,105.0
YGR063C,-0.16,66.59
YGR064W,-0.15,72.23
YGR065C,-0.05,78.07
YGR066C,-0.58,65.99
YGR067C,-0.12,89.92
YGR068C,-0.35,87.11
YGR069W,0.32,81.31
YGR070W,-0.35,83.93
YGR071C,-0.27,93.92
YGR072W,-1.25,53.82
YGR073C,0.92,99.3
YGR074W,-0.49,98.07
YGR075C,-0.4,87.51
YGR076C,-0.85,65.28
YGR077C,0.15,110.18
YGR078C,-0.65,83.7
YGR079W,-0.58,66.06
YGR080W,-0.44,84.89
YGR081C,-1.04,70.53
YGR082W,-0.33,81.2
YGR083C,-0.34,89.22
YGR084C,-0.41,88.67
YGR085C,-0.64,71.59
YGR086C,-0.86,71.01
YGR087C,-0.05,97.91
YGR088W,-0.66,60.78
YGR089W,-0.42,78.72
YGR090W,-0.31,85.09
YGR091W,-0.48,85.2
YGR092W,-0.59,67.46
YGR093W,-0.48,80.65
YGR094W,-0.48,79.44
YGR095C,0.19,117.5
YGR096W,0.02,86.78
YGR097W,-0.68,63.72
YGR098C,-0.09,99.23
YGR099W,-0.16,98.09
YGR100W,-0.35,80.09
YGR101W,0.2,86.23
YGR102C,-0.65,79.12
YGR103W,-0.82,73.15
YGR104C,-0.3,88.64
YGR105W,0.69,116.53
YGR106C,0.01,94.63
YGR107W,-0.01,77.92
YGR108W,-0.5,82.67
YGR109C,-0.36,83.97
YGR110W,-0.53,74.57
YGR111W,-0.54,76.13
YGR112W,-0.6,71.1
YGR113W,-0.86,70.11
YGR114C,0.99,106.85
YGR115C,0.18,89.06
YGR116W,-0.78,74.51
YGR117C,-0.14,92.58
YGR118W,-0.61,76.71
YGR119C,-0.71,61.6
YGR120C,-0.43,99.8
YGR121C,0.22,89.37
YGR122W,-0.18,94.63
YGR123C,-0.45,71.37
YGR124W,-0.39,74.58
YGR125W,0.09,100.31
YGR126W,-1.02,59.36
YGR127W,-0.47,77.49
YGR128C,-0.23,95.07
YGR129W,-1.35,52.92
YGR130C,-1.26,57.79
YGR131W,0.57,97.63
YGR132C,-0.15,101.38
YGR133W,-0.27,89.13
YGR134W,-0.3,87.25
YGR135W,-0.44,82.53
YGR136W,-0.65,58.6
YGR137W,0.17,115.79
YGR138C,0.26,89.97
YGR139W,-0.17,88.34
YGR140W,-0.72,70.62
YGR141W,-0.53,65.72
YGR142W,-0.97,67.54
YGR143W,-0.64,58.52
YGR144W,0.03,84.96
YGR145W,-0.97,61.23
YGR146C,-0.79,80.2
YGR147C,-0.38,82.41
YGR148C,-1.01,56.26
YGR149W,-0.13,80.83
YGR150C,-0.49,76.58
YGR151C,-0.47,107.25
YGR152C,-0.51,80.4
YGR153W,-0.83,57.22
YGR154C,-0.33,87.49
YGR155W,-0.33,92.54
YGR156W,-0.44,85.52
YGR157W,-0.04,90.01
YGR158C,-0.36,81.5
YGR159C,-1.29,32.4
YGR160W,-0.52,63.87
YGR161C,-0.77,69.75
YGR162W,-1.13,51.62
YGR163W,-0.02,101.41
YGR164W,-0.37,74.35
YGR165W,-0.72,66.93
YGR166W,-0.39,84.9
YGR167W,-1.21,56.57
YGR168C,0.13,102.08
YGR169C,-0.43,83.25
YGR170W,-0.55,72.56
YGR171C,-0.46,80.6
YGR172C,0.49,107.09
YGR173W,-0.36,88.63
YGR174C,-0.85,70.51
YGR175C,-0.01,94.44
YGR176W,-0.58,68.99
YGR177C,-0.37,78.54
YGR178C,-0.85,49.68
YGR179C,-1.01,70.11
YGR180C,-0.42,67.56
YGR181W,-0.28,75.73
YGR182C,0.21,102.77
YGR183C,-0.23,55.4
YGR184C,-0.37,81.53
YGR185C,-0.31,84.13
YGR186W,-1.04,58.06
YGR187C,-0.26,95.77
YGR188C,-0.68,73.41
YGR189C,-0.3,62.48
YGR190C,0.03,77.86
YGR191W,0.3,97.53
YGR192C,-0.11,85.51
YGR193C,-0.41,83.13
YGR194C,-0.41,79.31
YGR195W,-0.28,98.24
YGR196C,-1.25,50.72
YGR197C,-0.01,86.93
YGR198W,-0.33,85.71
YGR199W,-0.05,82.64
YGR200C,-0.29,83.08
YGR201C,-0.37,76.48
YGR202C,-1.15,58.68
YGR203W,-0.58,72.51
YGR204W,-0.12,92.05
YGR205W,-0.41,80.46
YGR206W,-0.94,61.82
YGR207C,-0.2,104.94
YGR208W,-0.17,94.43
YGR209C,0.14,79.72
YGR210C,-0.22,88.99
YGR211W,-0.57,72.78
YGR212W,-0.31,87.15
YGR213C,0.65,109.19
YGR214W,-0.26,84.03
YGR215W,-0.77,70.66
YGR216C,0.19,100.82
YGR217W,-0.07,85.98
YGR218W,-0.09,96.77
YGR219W,0.19,76.02
YGR220C,-0.42,70.37
YGR221C,-0.7,66.52
YGR222W,-0.63,77.8
YGR223C,-0.54,78.38
YGR224W,0.56,109.52
YGR225W,-0.41,74.66
YGR226C,0.02,76.38
YGR227W,0.51,105.62
YGR228W,1.22,104.88
YGR229C,-0.92,59.2
YGR230W,-0.97,62.68
YGR231C,-0.21,93.48
YGR232W,-0.23,90.12
YGR233C,-0.34,94.33
YGR234W,-0.19,89.5
YGR235C,-0.51,72.13
YGR236C,-0.12,71.77
YGR237C,-0.84,60.76
YGR238C,-0.73,76.11
YGR239C,-0.89,60.92
YGR240C,-0.23,85.07
YGR241C,-0.65,75.92
YGR242W,0.57,115.13
YGR243W,0.03,79.99
YGR244C,-0.33,82.98
YGR245C,-0.67,75.19
YGR246C,-0.63,73.75
YGR247W,-0.14,81.9
YGR248W,-0.07,88.34
YGR249W,-0.58,68.6
YGR250C,-0.82,60.64
YGR251W,-1.2,56.71
YGR252W,-0.65,71.28
YGR253C,-0.3,85.89
YGR254W,-0.18,88.01
YGR255C,-0.19,90.19
YGR256W,-0.12,87.98
YGR257C,-0.03,81.6
YGR258C,-0.81,67.85
YGR259C,0.16,97.9
YGR260W,0.2,89.62
YGR261C,-0.28,89.47
YGR262C,-0.42,84.05
YGR263C,-0.17,78.58
YGR264C,-0.47,79.09
YGR265W,0.22,76.78
YGR266W,-0.46,78.9
YGR267C,-0.33,86.09
YGR268C,-1.04,40.99
YGR269W,-0.18,80.26
YGR270W,-0.8,72.61
YGR271W,-0.23,88.14
YGR273C,-0.89,68.11
YGR274C,-0.77,71.4
YGR275W,-1.13,54.19
YGR276C,-0.45,87.78
YGR277C,-0.13,97.24
YGR278W,-0.45,90.56
YGR279C,-0.16,71.77
YGR280C,-1.44,50.21
YGR281W,-0.08,90.51
YGR282C,-0.21,65.07
YGR283C,-0.4,83.83
YGR284C,0.33,95.43
YGR285C,-0.87,57.3
YGR286C,-0.45,70.16
YGR287C,-0.73,58.67
YGR288W,-0.27,85.34
YGR289C,0.12,90.7
YGR290W,0.46,78.04
YGR291C,0.04,104.22
YGR292W,-0.67,60.07
YGR293C,0.21,91.96
YGR294W,0.23,91.5
YGR295C,-0.14,78.55
YGR296W,-0.37,76.19
YHR001W-A,-0.22,78.55
YHR005C-A,-0.49,56.64
YHR021W-A,0.56,96.31
YHR049C-A,0.13,88.01
YHR139C-A,-0.26,80.44
YHR214C-B,-0.64,73.7
YHR214W-A,0.32,124.59
YIL014C-A,-0.14,81.72
YIL082W-A,-0.5,80.14
YJL001W,-0.18,82.78
YJL002C,-0.16,77.19
YJL003W,-0.65,68.56
YJL004C,0.34,109.7
YJL005W,-0.52,78.24
YJL006C,-0.25,90.56
YJL007C,-0.17,87.77
YJL008C,-0.09,98.8
YJL009W,0.45,100.56
YJL010C,-0.52,80.57
YJL011C,-0.68,76.36
YJL012C,-0.44,80.2
YJL013C,-0.74,75.45
YJL014W,-0.14,99.69
YJL015C,0.04,84.41
YJL016W,-0.37,71.28
YJL019W,-0.82,68.82
YJL020C,-0.83,61.12
YJL022W,0.31,79.17
YJL023C,-0.59,71.97
YJL024C,-0.07,97.71
YJL025W,-0.43,80.55
YJL026W,-0.41,74.64
YJL027C,0.01,77.49
YJL028W,0.4,95.21
YJL029C,-0.41,86.31
YJL030W,-0.35,84.2
YJL031C,-0.57,88.82
YJL032W,0.17,79.35
YJL033W,-0.58,79.26
YJL034W,-0.32,89.71
YJL035C,-0.3,73.82
YJL036W,-0.76,76.06
YJL037W,0.16,108.6
YJL038C,-0.12,102.16
YJL039C,0.01,100.51
YJL041W,-0.97,35.35
YJL042W,-0.62,74.29
YJL043W,-0.23,79.38
YJL044C,-0.37,96.99
YJL045W,-0.34,74.84
YJL046W,-0.48,75.24
YJL047C,-0.48,74.67
YJL048C,-0.69,69.88
YJL049W,-0.76,81.38
YJL050W,-0.41,83.26
YJL051W,-0.57,72.13
YJL052W,-0.07,88.18
YJL053W,-0.43,78.66
YJL054W,-0.54,81.79
YJL055W,-0.34,75.06
YJL056C,-0.93,53.31
YJL057C,-0.36,80.85
YJL058C,-0.43,81.05
YJL059W,0.47,102.55
YJL060W,-0.19,85.84
YJL061W,-0.35,89.97
YJL062W,0.32,101.1
YJL063C,-0.42,89.45
YJL064W,0.52,81.0
YJL065C,-0.64,73.34
YJL066C,-0.64,66.81
YJL067W,0.34,93.97
YJL068C,-0.45,66.27
YJL069C,-0.59,74.78
YJL070C,-0.5,75.57
YJL071W,-0.38,85.99
YJL072C,-0.5,93.36
YJL073W,-0.6,78.93
YJL074C,-0.67,87.02
YJL075C,-0.12,70.82
YJL076W,-0.93,61.52
YJL077C,0.37,108.01
YJL078C,-0.19,60.72
YJL079C,-0.18,66.2
YJL080C,-0.46,84.71
YJL081C,-0.49,77.5
YJL082W,-0.28,85.79
YJL083W,-0.95,62.24
YJL084C,-0.73,70.96
YJL085W,-0.42,88.01
YJL086C,0.25,96.06
YJL087C,-0.52,79.15
YJL088W,-0.15,83.63
YJL089W,-0.4,88.2
YJL090C,-0.45,83.86
YJL091C,0.45,109.29
YJL092W,-0.58,82.56
YJL093C,0.18,94.41
YJL094C,0.33,109.6
YJL095W,-0.72,63.32
YJL096W,-0.38,85.84
YJL097W,0.79,129.47
YJL098W,-0.75,72.69
YJL099W,-0.23,91.99
YJL100W,-0.67,64.24
YJL101C,-0.51,71.66
YJL102W,-0.29,92.11
YJL103C,-0.52,75.86
YJL104W,-0.78,55.27
YJL105W,-0.77,59.51
YJL106W,-0.48,80.07
YJL107C,-0.87,66.36
YJL108C,0.68,103.51
YJL109C,0.06,108.27
YJL110C,-0.78,65.85
YJL111W,-0.09,94.18
YJL112W,-0.58,77.07
YJL113W,-0.72,77.0
YJL114W,-0.6,91.74
YJL115W,-1.08,64.52
YJL116C,-0.39,58.99
YJL117W,0.0,101.79
YJL118W,-0.15,94.06
YJL119C,-0.31,58.58
YJL120W,0.23,72.5
YJL121C,-0.03,82.84
YJL122W,-0.76,78.44
YJL123C,-0.95,65.74
YJL124C,-0.83,61.89
YJL125C,-0.6,69.34
YJL126W,-0.33,93.22
YJL127C,-0.65,75.08
YJL128C,-0.54,75.88
YJL129C,-0.69,68.05
YJL130C,-0.13,90.36
YJL131C,-0.81,78.76
YJL132W,-0.11,87.76
YJL133W,0.0,77.32
YJL134W,0.2,90.11
YJL135W,-0.41,80.51
YJL136C,-0.65,79.99
YJL137C,-0.38,85.24
YJL138C,-0.2,90.28
YJL139C,-0.54,63.92
YJL140W,-0.9,77.79
YJL141C,-0.68,67.92
YJL142C,0.79,130.68
YJL143W,0.14,76.87
YJL144W,-1.13,53.97
YJL145W,-0.56,76.27
YJL146W,-0.45,79.4
YJL147C,-0.41,102.92
YJL148W,-1.2,56.76
YJL149W,-0.34,91.45
YJL150W,0.21,98.04
YJL151C,-0.37,82.23
YJL152W,-0.12,85.01
YJL153C,-0.27,89.07
YJL154C,-0.23,97.69
YJL155C,-0.55,77.02
YJL156C,-0.32,80.22
YJL157C,-0.46,77.54
YJL158C,-0.11,71.5
YJL159W,-0.08,72.74
YJL160C,-0.05,88.52
YJL161W,-0.11,99.77
YJL162C,-1.04,59.57
YJL163C,0.42,106.54
YJL164C,-0.68,68.29
YJL165C,-0.76,65.92
YJL166W,-0.53,52.5
YJL167W,-0.32,84.54
YJL168C,-0.76,71.84
YJL169W,0.21,90.58
YJL170C,-0.3,80.07
YJL171C,-0.15,66.94
YJL172W,-0.27,86.99
YJL173C,-0.21,91.61
YJL174W,-0.22,61.2
YJL175W,0.97,112.88
YJL176C,-0.95,64.0
YJL177W,-0.72,64.7
YJL178C,-0.35,73.38
YJL179W,-0.76,81.86
YJL180C,-0.25,99.99
YJL181W,-0.26,87.95
YJL182C,-0.07,79.76
YJL183W,-0.21,90.15
YJL184W,-1.01,64.56
YJL185C,-0.68,68.38
YJL186W,-0.37,75.09
YJL187C,-0.7,71.44
YJL188C,-0.18,96.89
YJL189W,-1.43,47.23
YJL190C,-0.17,94.85
YJL191W,-0.38,73.35
YJL192C,-0.1,86.56
YJL193W,0.45,104.05
YJL194W,-0.23,92.25
YJL195C,0.15,82.44
YJL196C,0.34,91.41
YJL197W,-0.58,73.64
YJL198W,0.18,101.0
YJL199C,-0.33,82.41
YJL200C,-0.39,77.69
YJL201W,-0.31,87.54
YJL202C,0.5,109.85
YJL203W,-1.01,59.1
YJL204C,-0.32,93.16
YJL206C,-0.39,82.39
YJL205C,-0.38,78.49
YJL207C,-0.03,100.27
YJL208C,-0.5,72.24
YJL209W,-0.32,93.48
YJL210W,0.01,75.92
YJL211C,-0.15,76.93
YJL212C,0.17,86.34
YJL213W,-0.09,86.53
YJL214W,0.27,82.43
YJL215C,-0.43,81.24
YJL216C,-0.64,56.26
YJL217W,-0.33,71.04
YJL218W,-0.09,101.0
YJL219W,0.29,87.85
YJL220W,0.55,111.47
YJL221C,-0.75,58.06
YJL222W,-0.42,71.97
YJL223C,0.23,89.43
YJL225C,-0.43,72.93
YJR001W,0.35,106.21
YJR002W,-0.95,69.02
YJR003C,-0.29,94.86
YJR004C,-0.07,74.33
YJR005W,-0.13,104.63
YJR006W,-0.34,87.25
YJR007W,-0.42,89.28
YJR008W,-0.36,79.88
YJR009C,-0.09,85.89
YJR010C-A,0.2,108.17
YJR010W,-0.29,91.34
YJR011C,-0.17,102.7
YJR012C,-0.37,87.21
YJR013W,0.34,101.18
YJR014W,-0.61,78.18
YJR015W,0.12,88.47
YJR016C,-0.21,79.24
YJR017C,-0.95,58.31
YJR018W,0.41,103.05
YJR019C,-0.43,70.78
YJR020W,0.26,86.29
YJR021C,-0.86,68.86
YJR022W,-0.24,100.4
YJR023C,1.16,144.48
YJR024C,-0.16,83.04
YJR025C,-0.53,73.66
YJR026W,-0.81,55.19
YJR027W,-0.65,72.93
YJR028W,-0.85,53.57
YJR029W,-0.65,73.16
YJR030C,-0.3,90.31
YJR031C,-0.1,101.13
YJR032W,-0.62,68.82
YJR033C,-0.3,89.6
YJR034W,-0.72,66.12
YJR035W,-0.74,77.91
YJR036C,-0.4,80.12
YJR037W,-0.23,83.5
YJR038C,0.34,105.79
YJR039W,-0.04,89.51
YJR040W,0.21,97.23
YJR041C,-0.06,98.08
YJR042W,-0.14,92.97
YJR043C,-1.05,61.03
YJR044C,0.79,112.37
YJR045C,-0.32,86.62
YJR046W,-0.31,86.29
YJR047C,-0.41,69.49
YJR048W,-0.81,54.6
YJR049C,-0.49,74.9
YJR050W,-1.1,61.78
YJR051W,-0.22,92.88
YJR052W,-0.39,92.49
YJR053W,-0.99,58.8
YJR054W,-0.33,80.6
YJR055W,-0.43,80.18
YJR056C,-1.11,62.35
YJR057W,-0.34,90.46
YJR058C,0.13,97.27
YJR059W,-0.8,60.94
YJR060W,-1.28,57.04
YJR061W,-0.51,78.8
YJR062C,-0.39,78.47
YJR063W,-0.32,68.32
YJR064W,-0.25,93.78
YJR065C,-0.26,76.45
YJR066W,-0.17,98.87
YJR067C,-0.67,77.9
YJR068W,-0.34,88.53
YJR069C,-0.34,74.75
YJR070C,-0.35,86.22
YJR071W,0.43,95.13
YJR072C,-0.47,71.55
YJR073C,0.22,89.62
YJR074W,-0.25,87.64
YJR075W,-0.39,84.12
YJR076C,-0.58,88.49
YJR077C,0.29,92.65
YJR078W,-0.27,87.76
YJR079W,0.3,96.65
YJR080C,-0.32,89.18
YJR082C,-1.34,39.78
YJR083C,-1.15,59.15
YJR084W,-0.36,90.65
YJR085C,0.3,96.81
YJR086W,-0.82,75.45
YJR087W,0.47,99.14
YJR088C,-0.22,96.25
YJR089W,-0.9,67.35
YJR090C,-0.4,89.63
YJR091C,-0.54,74.47
YJR092W,-0.89,66.35
YJR093C,-0.84,57.67
YJR094C,-1.05,44.67
YJR094W-A,-0.38,61.05
YJR095W,-0.09,90.04
YJR096W,-0.49,81.18
YJR097W,-0.6,74.33
YJR098C,-0.58,76.25
YJR099W,-0.33,83.14
YJR100C,-0.29,71.11
YJR101W,-0.24,88.77
YJR102C,-0.53,77.11
YJR103W,-0.25,91.34
YJR104C,-0.32,70.08
YJR105W,0.01,87.99
YJR106W,0.43,112.77
YJR107W,-0.1,86.06
YJR108W,-0.15,82.04
YJR109C,-0.13,91.67
YJR110W,-0.55,77.01
YJR111C,-0.2,94.49
YJR112W,-0.75,79.52
YJR113C,-0.43,80.59
YJR114W,0.12,81.06
YJR115W,-0.25,83.42
YJR116W,0.49,97.65
YJR117W,0.22,96.97
YJR118C,-0.09,91.67
YJR119C,-0.47,77.1
YJR120W,-0.24,83.54
YJR121W,-0.02,96.67
YJR122W,-0.43,80.39
YJR123W,-0.33,87.85
YJR124C,0.61,113.01
YJR125C,-0.82,54.76
YJR126C,-0.5,74.71
YJR127C,-0.37,75.6
YJR128W,-0.32,64.36
YJR129C,-0.28,90.37
YJR130C,-0.28,80.86
YJR131W,-0.32,77.1
YJR132W,-0.1,95.02
YJR133W,-0.33,92.46
YJR134C,-0.97,76.44
YJR135C,-0.44,94.96
YJR136C,0.01,107.46
YJR137C,-0.37,85.58
YJR138W,-0.5,79.63
YJR139C,0.05,98.49
YJR140C,-0.39,86.93
YJR141W,-0.29,83.17
YJR142W,-0.36,82.52
YJR143C,0.01,82.94
YJR144W,-0.52,67.64
YJR145C,-0.45,87.56
YJR146W,-0.29,55.32
YJR147W,-0.27,82.02
YJR148W,-0.29,78.86
YJR149W,-0.17,82.2
YJR150C,0.19,78.74
YJR151C,-0.09,62.56
YJR152W,0.27,97.39
YJR153W,-0.03,87.55
YJR154W,-0.4,69.72
YJR155W,-0.3,77.5
YJR156C,-0.32,79.89
YJR157W,0.31,108.84
YJR158W,0.35,91.35
YJR159W,-0.02,83.45
YJR160C,0.11,86.54
YJR161C,-0.02,85.36
YJR162C,-0.05,91.04
YLL001W,-0.36,96.0
YLL002W,-0.29,87.2
YLL003W,-0.64,76.9
YLL004W,-0.34,87.03
YLL005C,0.19,103.16
YLL006W,-0.4,78.58
YLL007C,-0.2,97.93
YLL008W,-0.74,76.13
YLL009C,-1.31,25.35
YLL010C,-0.83,70.33
YLL011W,-0.93,58.73
YLL012W,-0.29,80.11
YLL013C,-0.75,65.9
YLL014W,0.63,108.47
YLL015W,0.04,101.25
YLL016W,-0.48,79.77
YLL017W,-0.4,69.5
YLL018C,-0.53,78.12
YLL019C,-0.56,78.65
YLL020C,0.55,94.29
YLL021W,-0.83,70.37
YLL022C,-0.77,73.98
YLL023C,0.34,100.09
YLL024C,-0.45,78.49
YLL025W,0.35,93.91
YLL026W,-0.47,90.99
YLL027W,-0.53,69.1
YLL028W,0.47,96.45
YLL029W,-0.45,76.97
YLL030C,0.35,94.98
YLL031C,0.28,107.09
YLL032C,-0.3,87.28
YLL033W,-0.52,80.23
YLL034C,-0.41,86.21
YLL035W,-0.43,80.22
YLL036C,-0.39,82.12
YLL037W,0.54,101.39
YLL038C,-0.76,76.46
YLL039C,-0.52,96.69
YLL040C,-0.38,86.47
YLL041C,-0.32,75.76
YLL042C,-0.19,98.84
YLL043W,-0.47,61.9
YLL044W,0.37,104.5
YLL045C,-0.46,78.99
YLL046C,-0.81,73.18
YLL047W,0.45,83.28
YLL048C,0.02,98.52
YLL049W,-0.11,95.32
YLL050C,-0.38,71.04
YLL051C,0.15,97.95
YLL052C,-0.05,62.23
YLL053C,0.48,90.94
YLL054C,-0.16,92.9
YLL055W,0.47,108.32
YLL056C,-0.08,94.22
YLL057C,-0.62,74.82
YLL058W,-0.26,79.92
YLL059C,0.11,95.22
YLL060C,-0.27,84.89
YLL061W,0.43,97.44
YLL062C,-0.29,85.59
YLL063C,-0.21,89.01
YLL064C,0.23,89.7
YLL065W,-0.09,85.4
YLL066C,-0.42,74.25
YLL067C,-0.45,71.87
YLR001C,-0.15,99.19
YLR002C,-0.57,82.3
YLR003C,-0.69,81.32
YLR004C,0.29,98.21
YLR005W,-0.41,79.26
YLR006C,-0.56,74.75
YLR007W,-0.19,89.52
YLR008C,-0.42,73.5
YLR009W,-1.15,54.5
YLR010C,-0.12,91.68
YLR011W,-0.09,106.76
YLR012C,-0.84,57.48
YLR013W,-0.48,74.59
YLR014C,-0.38,73.09
YLR015W,-0.8,67.2
YLR016C,-0.66,75.82
YLR017W,-0.25,75.47
YLR018C,-0.47,78.47
YLR019W,-0.81,69.42
YLR020C,-0.42,79.64
YLR021W,-0.34,84.89
YLR022C,-0.32,95.56
YLR023C,-0.14,76.16
YLR024C,-0.34,78.39
YLR025W,-0.81,76.75
YLR026C,-0.68,74.94
YLR027C,-0.16,83.36
YLR028C,-0.21,86.59
YLR029C,-1.19,56.26
YLR030W,-0.92,62.94
YLR031W,-0.65,86.23
YLR032W,-0.54,79.36
YLR033W,-0.68,77.35
YLR034C,0.71,126.15
YLR035C,-0.45,85.23
YLR036C,0.19,94.87
YLR037C,0.32,94.4
YLR038C,-0.86,42.45
YLR039C,-0.24,97.58
YLR040C,0.05,67.82
YLR041W,-0.41,72.56
YLR042C,0.15,93.64
YLR043C,0.05,78.94
YLR044C,-0.06,90.26
YLR045C,-0.56,82.42
YLR046C,0.56,112.64
YLR047C,-0.05,94.4
YLR048W,-0.21,87.07
YLR049C,-0.43,87.7
YLR050C,0.41,111.46
YLR051C,-1.28,57.88
YLR052W,-0.69,76.92
YLR053C,-0.99,56.46
YLR054C,-0.39,83.21
