Absolute_Context_Score_Main_ATG,Numer_of_alt_ATG_5UTR,Numer_of_alt_ATG_ORF,Numer_of_alt_ATG_ORF_30codons,Numer_of_alt_ATG_ORF_200codons,Number_of_alt_ATG_tot,Max_ATG_Context_Score_ORF_30codons,Mean_ATG_Context_Score_ORF_30codons,Max_relative_ATG_Context_Score_ORF_30codons,Mean_relative_ATG_Context_Score_ORF_30codons
-9.5093,0,34,1,4,34,-17.7113,-17.7113,-8.202,-8.202
-13.3836,0,6,1,2,6,-13.9636,-13.9636,-0.58007,-0.58007
NaN,NaN,2,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-7.4834,0,3,1,0,3,-10.4097,-10.4097,-2.9263,-2.9263
-8.799,0,6,0,0,6,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-8.3776,0,76,3,5,76,-12.0179,-12.6109170203444,-3.6403,-4.233356652656
-10.0186,0,52,3,8,52,-13.8085,-14.7780193423219,-3.7899,-4.75941934232186
-15.0379,0,15,0,1,15,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-7.9477,1,18,1,4,19,-13.771,-13.771,-5.8233,-5.8233
-12.8357,0,86,2,6,86,-14.8881,-15.5446812623761,-2.0524,-2.70898126237607
-13.908,0,69,2,4,69,-17.0365,-17.6326515910093,-3.1284,-3.7245515910093
-15.6904,0,14,1,3,14,-13.7514,-13.7514,1.9391,1.9391
-10.4568,0,45,0,8,45,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.8807,0,21,2,7,21,-15.1412,-15.5382324243966,-4.2605,-4.65753242439658
-694.8137,0,23,2,4,23,-11.4529,-12.0415409055223,683.3609,682.772259094478
-15.9862,1,20,2,3,21,-15.121,-15.2761615317095,0.86524,0.710082629069652
-464.5552,0,25,2,5,25,-13.3061,-13.9538890035854,451.2491,450.601315431114
NaN,NaN,6,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-14.1674,0,26,0,2,26,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.308,0,41,0,0,41,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-11.803,0,11,0,0,11,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-15.5908,0,24,0,3,24,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-11.6934,0,34,3,7,34,-10.3172,-11.3941339205571,1.3762,0.299266079442852
NaN,NaN,6,3,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
NaN,NaN,3,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-7.9047,0,3,0,0,3,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.7529,0,5,1,0,5,-14.4615,-14.4615,-3.7086,-3.7086
-11.902,0,28,3,9,28,-10.3979,-11.3610866304391,1.5041,0.540904669422462
-9.4792,0,21,2,3,21,-12.1163,-12.7566148762668,-2.6372,-3.27750972992923
-16.4295,0,18,2,3,18,-15.5025,-15.9129985798979,0.927,0.516503882265198
-14.4181,0,13,2,3,13,-13.7551,-14.441664368181,0.66295,-0.0236146962325195
-10.1821,0,5,0,0,5,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-17.4867,0,10,2,4,10,-11.602,-12.2690280687941,5.8847,5.21767193120588
-234.2967,0,20,4,0,20,-12.2246,-13.1304472627966,222.0721,221.166252737203
NaN,NaN,6,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-10.5767,1,23,1,4,24,-14.4564,-14.4564,-3.8797,-3.8797
NaN,NaN,1,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-8.9421,0,25,2,3,25,-11.0486,-11.6104099814286,-2.1064,-2.6682222886862
-8.9739,0,49,4,7,49,-14.4696,-15.2461941176951,-5.4957,-6.27229411769511
-464.5552,0,35,1,2,35,-11.0784,-11.0784,453.4768,453.4768
-694.8137,0,9,1,2,9,-14.3711,-14.3711,680.4427,680.4427
-15.4183,0,11,0,1,11,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-16.2325,1,9,6,0,10,-11.8497,-13.1716683070926,4.3828,3.06082324526001
-16.2325,1,9,6,0,10,-11.8497,-13.1716683070926,4.3828,3.06082324526001
-10.1159,0,9,0,0,9,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,6,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,11,2,0,11,-13.6318,-14.2870436726704,681.182,680.526752608093
-9.9378,0,50,1,4,50,-17.4785,-17.4785,-7.5407,-7.5407
-9.3702,0,10,1,1,10,-13.569,-13.569,-4.1989,-4.1989
-14.0144,0,126,3,9,126,-14.8109,-15.8038958350249,-0.79645,-1.78944935138035
-9.8923,0,44,3,3,44,-13.7459,-14.8093821148351,-3.8536,-4.91708211483508
-11.2851,1,48,1,4,49,-13.6273,-13.6273,-2.3422,-2.3422
-16.2315,0,53,2,5,53,-10.1831,-10.8379511535086,6.0484,5.39354884649144
-464.5552,0,22,2,5,22,-15.4261,-15.8063080812129,449.1292,448.748991918787
-694.8137,0,51,2,7,51,-15.7723,-16.0453918448572,679.0415,678.768373857316
-8.2554,2,38,2,4,40,-15.2486,-15.9214659164775,-6.9932,-7.66606591647747
-8.6721,3,31,1,3,34,-10.6787,-10.6787,-2.0065,-2.0065
-8.6721,2,26,1,3,28,-10.6787,-10.6787,-2.0065,-2.0065
-12.3131,0,42,0,4,42,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,6,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,58,2,8,58,-13.7707,-14.3983930430675,681.043,680.415306956932
-11.118,0,54,2,4,54,-9.5155,-10.2010266758154,1.6025,0.916973324184555
NaN,NaN,54,4,11,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-12.0168,0,4,1,0,4,-17.6152,-17.6152,-5.5983,-5.5983
-694.8137,0,14,3,0,14,-11.7773,-12.8072170776578,683.0365,681.986079993926
-464.5552,0,8,2,0,8,-15.3448,-15.7887442461917,449.2104,448.766477812489
-12.5582,1,91,4,5,92,-13.4127,-14.7083044731737,-0.85455,-2.15015858925596
-11.4777,0,26,0,0,26,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-14.3006,0,23,2,6,23,-17.2066,-17.2795299268239,-2.906,-2.97892992682387
-694.8137,0,46,3,5,46,-11.9431,-12.6763632346363,682.8707,682.137432341677
-694.8137,0,23,3,4,23,-11.573,-12.6467443834095,683.2408,682.167053160586
-7.44,0,6,2,0,6,-10.9827,-10.9929964397062,-3.5428,-3.5530469559379
-12.5669,1,8,2,3,9,-13.5294,-13.9540113100804,-0.96252,-1.38712660000436
-464.5552,0,3,0,0,3,-12.8398,-13.9088552061311,451.7154,450.646344793869
-14.2122,0,19,4,8,19,-12.0099,-12.9421285135808,2.2023,1.27007682410058
-12.0141,0,8,0,0,8,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-237.2994,0,64,2,6,64,-13.7898,-14.4829471805599,223.5096,222.81645281944
-9.4792,0,30,1,2,30,-18.3559,-18.3559,-8.8767,-8.8767
-464.5552,0,35,5,8,35,-10.6226,-11.9098750985495,453.9327,452.645405972575
-10.0621,0,11,1,3,11,-15.962,-15.962,-5.9,-5.9
-11.9014,0,69,1,1,69,-10.9745,-10.9745,0.92692,0.92692
-234.2967,0,107,1,3,107,-11.0586,-11.0586,223.2381,223.2381
-10.1724,0,23,2,3,23,-15.2725,-15.897814294502,-5.1001,-5.72541429450198
-13.3794,2,54,2,8,56,-16.2401,-16.7299101945942,-2.8606,-3.35042859352214
NaN,NaN,6,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-14.1858,0,14,1,4,14,-15.3744,-15.3744,-1.1886,-1.1886
NaN,NaN,2,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,7,4,0,7,-14.622,-15.1886446171786,680.1917,679.625101562267
-464.5552,0,2,1,0,2,-13.6575,-13.6575,450.8977,450.8977
-8.4134,1,9,3,0,10,-12.4936,-13.4840491301086,-4.0802,-5.07063887776385
-11.9197,0,82,1,4,82,-14.5224,-14.5224,-2.6027,-2.6027
-14.2381,1,15,0,4,16,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-14.0374,0,42,0,3,42,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-14.4242,0,34,1,3,34,-17.6118,-17.6118,-3.1876,-3.1876
-14.9052,0,18,0,2,18,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.3547,0,32,0,4,32,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-15.2104,0,15,2,4,15,-13.7646,-14.1042708694374,1.4459,1.10620828805878
-9.8687,0,15,0,0,15,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-15.7115,0,32,0,1,32,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.4829,0,50,1,3,50,-16.5908,-16.5908,-6.1079,-6.1079
-234.2967,0,8,1,3,8,-17.2456,-17.2456,217.0512,217.0512
-12.8389,1,143,5,7,144,-11.7276,-13.0245506411465,1.1113,-0.185650715185185
-10.896,0,28,0,1,28,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-13.7426,0,29,1,3,29,-15.6876,-15.6876,-1.945,-1.945
-14.528,0,34,0,3,34,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-8.9739,0,38,1,4,38,-18.8146,-18.8146,-9.8406,-9.8406
-16.6214,0,55,4,4,55,-14.0073,-15.0778116000665,2.6141,1.54358839993349
-10.8193,0,34,2,3,34,-16.7951,-17.4663731886559,-5.9759,-6.64717102490094
-12.5153,0,33,1,3,33,-14.4467,-14.4467,-1.9313,-1.9313
-15.1543,0,28,2,3,28,-14.8168,-15.4643801139433,0.33759,-0.309994122774017
-13.1817,0,47,2,4,47,-17.8231,-18.1894580684059,-4.6414,-5.00775806840593
-7.76,0,27,1,4,27,-9.9104,-9.9104,-2.1504,-2.1504
-694.8137,0,61,0,0,61,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.4277,0,125,0,4,125,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-11.218,1,28,1,4,29,-14.1229,-14.1229,-2.9049,-2.9049
-12.389,1,22,0,3,23,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.9397,0,16,4,8,16,-12.0958,-12.9000999262023,0.84387,0.0395875349644266
-13.7763,0,38,3,9,38,-13.4351,-13.8378446997172,0.34128,-0.0614903517573606
-13.7272,0,63,3,7,63,-11.6291,-12.5393022184705,2.0981,1.18789635610351
-14.4467,0,5,0,0,5,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.126,0,8,0,2,8,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-8.8602,0,37,0,1,37,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,25,2,2,25,-15.039,-15.3101331415402,679.7747,679.50356685846
-9.8742,0,89,1,3,89,-15.9428,-15.9428,-6.0686,-6.0686
-12.0765,0,3,1,0,3,-11.0331,-12.2184768525315,683.7807,682.593535347464
-694.8137,0,7,5,0,7,-11.0331,-12.0379355615093,683.7807,682.775856904258
-694.8137,0,53,0,1,53,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,0,42,2,5,42,-7.44,-8.08841007166267,457.1152,456.466789928337
-12.3981,1,15,2,3,16,-13.8508,-14.475003803276,-1.4527,-2.07691046501223
-11.3925,1,27,4,7,28,-14.3179,-14.926523415386,-2.9253,-3.53395353764205
-10.5133,0,22,0,1,22,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-13.7646,0,7,1,0,7,-10.5631,-10.5631,3.2015,3.2015
-12.801,0,43,1,2,43,-17.0845,-17.0845,-4.2834,-4.2834
-14.0046,0,50,4,8,50,-12.4435,-13.3492001086658,1.5611,0.655384503488764
-10.8762,0,34,2,3,34,-9.3022,-9.98540011465893,1.574,0.890799885341069
-11.0274,0,29,2,4,29,-12.0286,-12.564036270364,-1.0012,-1.536636270364
-13.1504,0,14,0,2,14,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-8.3747,0,4,1,0,4,-14.2235,-14.2235,-5.8488,-5.8488
-464.5552,0,1,0,0,1,-11.5408,-11.5408,453.0144,453.0144
-15.0181,0,31,1,5,31,-16.2584,-16.2584,-1.2404,-1.2404
-694.8137,0,3,1,0,3,-18.093,-18.093,676.7207,676.7207
-464.5552,0,28,0,5,28,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,14,2,4,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-9.1706,0,45,2,5,45,-15.9665,-16.3945304999668,-6.7959,-7.22390721071729
-13.7527,0,110,1,4,110,-12.5424,-12.5424,1.2103,1.2103
-13.7784,2,3,3,0,5,-10.671,-11.6137438140451,3.1074,2.16465662495472
-11.9813,0,42,0,2,42,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,16,0,3,16,-14.2967,-14.2967,-2.7388,-2.7388
-11.5579,0,1,1,0,1,-14.2967,-14.2967,-2.7388,-2.7388
-464.5552,0,8,0,0,8,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.7416,0,24,3,5,24,-10.478,-11.570857084386,0.26358,-0.829276969611339
NaN,NaN,9,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-10.8548,0,10,2,0,10,-15.7501,-16.3211191561334,-4.8952,-5.46623065211913
-7.4094,0,3,1,0,3,-16.9791,-16.9791,-9.5698,-9.5698
-464.5552,0,52,1,2,52,-16.4138,-16.4138,448.1415,448.1415
-11.9367,1,46,2,6,47,-9.0676,-9.75847186805673,2.8691,2.17822790468201
-8.1331,1,79,1,5,80,-17.1657,-17.1657,-9.0326,-9.0326
-11.5864,0,17,0,0,17,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.4288,0,59,1,2,59,-16.228,-16.228,-3.7992,-3.7992
-15.8402,0,21,4,7,21,-14.0209,-15.126462812388,1.8193,0.713746658201725
-9.5265,1,7,1,3,8,-8.864,-8.864,0.66257,0.66257
-15.9134,0,10,0,2,10,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.8964,3,23,3,4,26,-11.9424,-12.9565313684664,0.95403,-0.0600959149750719
-10.3637,0,58,1,3,58,-11.6451,-11.6451,-1.2814,-1.2814
-10.3602,1,24,2,5,25,-13.997,-14.4359375359106,-3.6368,-4.07573753591063
-13.908,0,28,2,2,28,-16.4634,-17.1449973036219,-2.5554,-3.23699730362186
-12.5672,0,13,1,7,13,-13.3118,-13.3118,-0.74454,-0.74454
-17.6568,1,27,1,2,28,-17.1086,-17.1086,0.54828,0.54828
-7.9434,0,12,1,2,12,-13.9612,-13.9612,-6.0177,-6.0177
-12.2165,0,22,1,4,22,-13.4198,-13.4198,-1.2032,-1.2032
NaN,NaN,1,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,2,1,0,2,-16.7337,-16.7337,447.8215,447.8215
-9.507,0,52,1,3,52,-17.5248,-17.5248,-8.0178,-8.0178
-464.5552,0,15,2,4,15,-16.4944,-17.050931734052,448.0608,447.504268265948
-13.6353,0,45,0,3,45,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-11.6019,0,27,1,1,27,-16.3403,-16.3403,-4.7383,-4.7383
-14.0689,0,53,1,4,53,-18.8393,-18.8393,-4.7703,-4.7703
-10.6526,0,45,1,3,45,-10.9088,-10.9088,-0.25617,-0.25617
-464.5552,0,40,1,4,40,-17.6656,-17.6656,446.8897,446.8897
-694.8137,0,90,0,1,90,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-17.3887,0,24,1,4,24,-13.2216,-13.2216,4.1671,4.1671
-16.8388,1,41,0,4,42,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-17.8581,6,34,2,2,40,-12.7186,-13.4103587680818,5.1395,4.44774123191824
-15.0791,0,44,3,6,44,-12.7648,-13.8502651848464,2.3143,1.22883481515363
-11.4973,0,47,2,4,47,-12.195,-12.8579717027827,-0.69768,-1.3606522972718
-14.043,0,1,0,0,1,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-15.7545,0,55,1,2,55,-15.2416,-15.2416,0.51289,0.51289
-464.5552,0,74,0,2,74,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.8873,2,28,3,3,30,-12.9624,-13.7202887589958,-0.075108,-0.833019495051787
-694.8137,0,24,2,4,24,-10.9403,-11.6319027072648,683.8735,683.181897138415
NaN,NaN,1,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-13.2767,0,34,1,6,34,-14.7455,-14.7455,-1.4689,-1.4689
-14.1965,0,2,0,0,2,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-9.0124,0,24,0,1,24,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-19.3687,0,24,3,7,24,-14.8762,-15.5225788912538,4.4925,3.84612110874622
NaN,NaN,1,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-15.677,0,14,4,0,14,-12.8053,-13.3696581120291,2.8717,2.30733780540359
-10.368,0,21,1,2,21,-15.265,-15.265,-4.8969,-4.8969
-15.461,0,21,1,2,21,-14.9052,-14.9052,0.55585,0.55585
-9.5133,0,11,0,0,11,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-13.0064,1,16,2,3,17,-10.9726,-11.4790045516576,2.0338,1.52738863474504
-9.3059,0,31,3,7,31,-13.2446,-14.2952659321217,-3.9388,-4.98946125039036
-16.2467,0,39,1,2,39,-9.7496,-9.7496,6.4971,6.4971
-12.262,0,46,3,6,46,-13.0814,-13.6789973265374,-0.81938,-1.41698520818235
-7.755,0,10,0,1,10,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,7,3,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-12.6341,0,79,0,1,79,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-13.2908,0,21,1,3,21,-11.7785,-11.7785,1.5123,1.5123
NaN,NaN,7,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,105,3,7,105,-12.3201,-13.3877524858477,682.4937,681.426044465754
NaN,NaN,1,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-10.8757,0,39,1,2,39,-14.8956,-14.8956,-4.0199,-4.0199
-10.9768,0,75,0,1,75,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-9.2461,0,47,1,5,47,-14.0477,-14.0477,-4.8016,-4.8016
-19.5381,0,10,0,2,10,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.5363,0,17,0,1,17,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-15.0535,0,12,0,3,12,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-15.2104,0,39,1,3,39,-18.5222,-18.5222,-3.3118,-3.3118
-10.7171,0,11,0,3,11,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-8.1716,0,14,0,2,14,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,0,0,0,0,0,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,9,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
NaN,NaN,7,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-13.9102,0,20,3,6,20,-9.977,-10.9988723296295,3.9332,2.91132767037047
-694.8137,0,17,0,0,17,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-8.6366,0,27,1,5,27,-13.6876,-13.6876,-5.051,-5.051
-12.2967,1,30,0,6,31,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,5,3,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-4.0382,0,4,1,0,4,-8.8215,-8.8215,-4.7833,-4.7833
-464.5552,0,12,1,3,12,-11.613,-11.613,452.9422,452.9422
-694.8137,0,31,3,5,31,-13.6779,-14.7617165032268,681.1358,680.051983496773
NaN,NaN,8,4,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,3,0,0,3,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,4,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-13.4297,0,29,0,2,29,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-8.3681,0,11,1,1,11,-13.4546,-13.4546,-5.0864,-5.0864
-14.2606,1,13,0,1,14,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.0529,0,33,3,4,33,-11.5684,-12.6425791789414,0.48451,-0.58966942031063
-15.5293,0,11,2,6,11,-9.9249,-10.5877137558958,5.6044,4.9415862441042
-13.5811,0,21,1,2,21,-15.3011,-15.3011,-1.72,-1.72
-10.3698,0,20,2,4,20,-15.5776,-16.089963359902,-5.2078,-5.72016335990198
-464.5552,0,43,2,3,43,-12.2186,-12.2186,452.3367,452.3367
-464.5552,0,39,2,7,39,-13.0563,-13.7298547543901,451.4989,450.82534524561
-13.3006,0,18,0,3,18,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-15.9573,3,33,1,2,36,-15.6827,-15.6827,0.27468,0.27468
-11.5804,2,39,1,2,41,-11.5428,-11.5428,0.0376220000000001,0.0376220000000001
NaN,NaN,4,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,73,0,2,73,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.669,0,4,1,0,4,-16.6896,-16.6896,-6.0206,-6.0206
-10.8838,0,36,0,2,36,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,4,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,24,1,1,24,-12.4292,-12.4292,682.3846,682.3846
-464.5552,0,14,1,1,14,-19.0304,-19.0304,445.5248,445.5248
-10.8286,0,39,1,2,39,-12.9381,-12.9381,-2.1095,-2.1095
-11.5617,0,51,2,5,51,-11.2213,-11.80335135131,0.34043,-0.241624505677879
-12.7806,0,33,3,5,33,-11.9386,-13.0218370973183,0.84195,-0.241286334419698
-11.3049,0,81,2,7,81,-12.7667,-13.1018207530035,-1.4618,-1.79692075300351
-16.3989,0,7,0,1,7,-16.0621,-16.3752654706988,-5.5133,-5.82641106105303
-10.5488,0,8,3,0,8,-16.0621,-16.3752654706988,-5.5133,-5.82641106105303
-11.5364,1,17,1,2,18,-11.5525,-11.5525,-0.016055,-0.016055
-10.5569,0,32,3,6,32,-13.9824,-14.9185396450837,-3.4255,-4.36163028697818
-12.4371,0,39,3,6,39,-10.2465,-11.2462366677997,2.1906,1.19086141664464
NaN,NaN,10,4,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-234.2967,0,37,2,6,37,-14.3492,-14.4086692680965,219.9475,219.888030731904
-8.5125,0,3,0,0,3,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-9.1763,0,1,0,0,1,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-13.6181,0,19,3,6,19,-14.114,-14.5448767083735,-0.49597,-0.926842515054417
-464.5552,0,14,1,1,14,-19.0304,-19.0304,445.5248,445.5248
-694.8137,0,26,1,1,26,-12.4292,-12.4292,682.3846,682.3846
-11.9496,0,25,1,4,25,-10.0289,-10.0289,1.9207,1.9207
-13.9134,0,10,2,4,10,-14.5714,-14.8180929609476,-0.65806,-0.90476736504107
-9.8314,0,21,1,1,21,-14.4836,-14.4836,-4.6522,-4.6522
-13.891,1,13,3,5,14,-10.368,-11.4563862356102,3.5229,2.43451478183462
-464.5552,0,41,0,2,41,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.8843,0,23,2,3,23,-15.5689,-15.7044078937516,-2.6846,-2.8201078937516
-9.987,1,57,1,5,58,-12.0022,-12.0022,-2.0151,-2.0151
-15.3608,1,25,2,7,26,-8.6685,-9.7467763710024,218.4621,217.363487711332
-234.2967,0,4,1,0,4,-15.8346,-15.8346,218.4621,218.4621
NaN,NaN,6,4,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-10.7011,0,6,1,0,6,-15.7026,-15.7026,-5.0014,-5.0014
-464.5552,0,26,0,1,26,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-14.8231,0,8,2,0,8,-13.8505,-14.4967565284277,0.97267,0.326410265100536
-10.3735,4,36,1,1,40,-17.3887,-17.3887,-7.0152,-7.0152
-12.4948,0,35,1,3,35,-11.8313,-11.8313,0.66357,0.66357
-8.4824,1,59,1,3,60,-14.0718,-14.0718,-5.5894,-5.5894
-6.0621,0,11,2,4,11,-13.2728,-13.4173991481859,-7.2107,-7.35529914818594
-16.808,3,23,3,7,26,-11.5917,-12.6130564462362,5.2164,4.19503618090879
-11.0128,0,10,1,0,10,-14.0046,-14.0046,-2.9918,-2.9918
-17.0702,1,29,0,2,30,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,0,91,1,2,91,-12.8723,-13.47913350576,679.5351,678.84195281944
-694.8137,0,28,1,2,28,-15.2786,-15.2786,679.5351,679.5351
NaN,NaN,107,1,2,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-7.1325,0,12,3,5,12,-12.9144,-13.6445895646826,-5.7819,-6.5120895646826
-16.7544,1,15,2,0,16,-15.3433,-15.6077465022834,1.4111,1.14663955209283
NaN,NaN,9,4,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,18,0,0,18,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.3242,0,46,1,3,46,-18.0929,-18.0929,-7.7687,-7.7687
-11.9694,0,38,0,1,38,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,0,33,1,5,33,-12.1422,-12.1422,452.4131,452.4131
-12.8359,2,15,1,2,17,-13.377,-13.377,-0.54115,-0.54115
-9.8763,0,29,2,4,29,-12.7923,-13.3742777253476,-2.916,-3.49797772534761
-10.209,1,28,2,3,29,-11.8974,-12.3284198676146,-1.6884,-2.11944292542141
-12.4622,1,22,1,4,23,-21.2501,-21.2501,-8.7879,-8.7879
-13.7456,0,8,0,0,8,-16.2998,-16.2998,678.5139,678.5139
NaN,NaN,3,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,2,1,0,2,-16.2998,-16.2998,678.5139,678.5139
-9.6757,1,51,3,6,52,-9.8508,-10.7678975070205,-0.17511,-1.0922058470728
-7.8649,0,4,1,0,4,-16.1502,-16.1502,-8.2853,-8.2853
-12.065,0,3,3,0,3,-10.5968,-11.4872941215396,1.4681,0.577609636269592
-12.0782,0,24,1,3,24,-14.3188,-14.3188,-2.2406,-2.2406
-14.4728,0,21,1,4,21,-10.4829,-10.4829,3.9899,3.9899
