ORF,Mean_length,Max_length,Num_of_shifted_ORF,Mean_length_30,Max_length_30,Num_of_shifted_ORF_30,Mean_length_200,Max_length_200,Num_of_shifted_ORF_200
YNL050C,78.9,471,10,18,18,1,35.3333333333333,138,9
YNL051W,274.04347826087,1197,23,0,0,0,23.1428571428571,30,7
YNL052W,127.5,369,8,0,0,0,0,0,0
YNL053W,316.965517241379,1338,29,0,0,0,85.5,153,2
YNL054W,377.266666666667,3264,90,0,0,0,30,63,4
YNL054W-A,345.107142857143,1056,28,0,0,0,55.5,144,6
YNL054W-B,766.103773584906,4983,106,0,0,0,55.5,144,6
YNL055C,115.25,429,12,12,12,1,30,63,6
YNL056W,161.25,519,12,39,39,1,0,0,0
YNL057W,147,324,8,18,18,1,0,0,0
YNL058C,136.666666666667,582,18,0,0,0,60.75,120,8
YNL059C,272.021739130435,1590,46,0,0,0,32.1428571428571,66,7
YNL061W,345,1422,38,0,0,0,61.6,189,15
YNL062C,238.03125,1044,32,9,9,1,69.3333333333333,144,9
YNL063W,162.2,666,15,6,6,1,38.5,90,6
YNL064C,126.36,711,25,0,0,0,28.3333333333333,63,9
YNL065W,435.214285714286,1722,28,15,15,1,57.6,111,5
YNL066W,109.421052631579,612,19,0,0,0,97.8,174,5
YNL067W,138,345,6,0,0,0,0,0,0
YNL067W-A,73.5,120,2,0,0,0,0,0,0
YNL067W-B,129,129,1,0,0,0,0,0,0
YNL068C,624.84,2565,50,0,0,0,27.5,48,6
YNL069C,139,342,3,57,57,1,0,0,0
YNL070W,35,66,3,19.5,33,2,0,0,0
YNL071W,271.25,1335,24,0,0,0,141,249,4
YNL072W,233.571428571429,819,21,0,0,0,44,138,6
YNL073W,353.222222222222,1614,27,19.5,27,2,45.8571428571429,120,7
YNL074C,302.590909090909,1026,22,0,0,0,24,42,4
YNL075W,93.5454545454545,624,22,0,0,0,28.0714285714286,72,14
YNL076W,310.421052631579,1377,38,15,15,1,26,84,9
YNL077W,201.75,1278,28,12,12,1,32.1428571428571,81,7
YNL078W,269.368421052632,972,19,0,0,0,40.8,102,5
YNL079C,103.5,117,2,0,0,0,103.5,117,2
YNL080C,284.785714285714,1077,28,0,0,0,75.4285714285714,150,7
YNL081C,223,300,6,0,0,0,0,0,0
YNL082W,292.03125,2244,64,42,42,1,27,66,12
YNL083W,213.620689655172,1320,29,0,0,0,34.2857142857143,57,14
YNL084C,183,846,17,0,0,0,32.5,75,6
YNL085W,426.061224489796,2313,49,18,18,1,31.2857142857143,75,7
YNL086W,130.5,168,2,0,0,0,0,0,0
YNL087W,587.217391304348,3492,69,0,0,0,37.3333333333333,102,9
YNL088W,693.575757575758,4143,99,0,0,0,38.8235294117647,87,17
YNL089C,209.25,441,8,0,0,0,0,0,0
YNL090W,52.4,171,15,30,45,2,0,0,0
YNL091W,676.409638554217,3609,83,0,0,0,28.5,54,6
YNL092W,249.923076923077,1053,26,36,36,1,31.2857142857143,63,7
YNL093W,102,426,14,0,0,0,42,84,10
YNL094W,275.8125,1689,48,0,0,0,46.2857142857143,81,7
YNL095C,420.394736842105,1842,38,15,15,1,38,51,3
YNL096C,90.75,189,4,0,0,0,0,0,0
YNL097C,286.5,867,18,0,0,0,28,42,6
YNL097C-B,0,0,0,0,0,0,0,0,0
YNL097W-A,55.5,96,2,15,15,1,0,0,0
YNL098C,226,750,18,0,0,0,44.4,63,5
YNL099C,74.5384615384615,210,13,0,0,0,54.2727272727273,96,11
YNL100W,44.8,105,15,40,45,3,40.8,78,10
YNL101W,439.434782608696,2067,46,42,45,2,33.8181818181818,72,11
YNL102W,640.666666666667,4071,108,0,0,0,59.6666666666667,126,9
YNL103W,230.828571428571,1905,35,0,0,0,29.625,69,8
YNL103W-A,51,51,1,51,51,1,0,0,0
YNL104C,339.09375,1770,32,39,39,1,51,147,5
YNL105W,196.285714285714,423,7,0,0,0,0,0,0
YNL106C,444.652173913043,3336,69,24,24,1,31.1538461538462,60,13
YNL107W,111.5625,603,16,0,0,0,71.3571428571429,165,14
YNL108C,135.954545454545,636,22,0,0,0,36.375,132,8
YNL109W,206.4,531,5,0,0,0,0,0,0
YNL110C,65.4,228,15,0,0,0,27,60,10
YNL111C,70.125,231,8,0,0,0,0,0,0
YNL112W,346.551724137931,1341,29,0,0,0,48.8571428571429,114,7
YNL113W,77.4,336,10,0,0,0,0,0,0
YNL114C,10.5,15,2,0,0,0,0,0,0
YNL115C,141.8,1893,45,24,39,2,54.4285714285714,117,7
YNL116W,340.655172413793,1515,29,0,0,0,33,42,3
YNL117W,331.263157894737,1335,38,0,0,0,29.5714285714286,72,7
YNL118C,522.220588235294,2739,68,0,0,0,39,81,7
YNL119W,306.529411764706,1365,34,0,0,0,57.5454545454545,114,11
YNL120C,86.5714285714286,417,7,12,12,1,0,0,0
YNL121C,316.588235294118,1395,34,0,0,0,51,162,7
YNL122C,135,297,4,0,0,0,0,0,0
YNL123W,215.863636363636,1929,66,30,30,1,35.4,81,10
YNL124W,210.636363636364,1011,33,24,45,3,43.5,120,8
YNL125C,479.659090909091,1980,44,0,0,0,32.5714285714286,54,7
YNL126W,559.4,2349,45,0,0,0,42,147,5
YNL127W,466.455882352941,2682,68,39,39,1,59.1666666666667,150,18
YNL128W,288.1875,1278,32,0,0,0,54.75,138,8
YNL129W,43.65,333,20,18,18,1,27.4615384615385,72,13
YNL130C,281.04,1047,25,0,0,0,31,54,9
YNL130C-A,44,78,3,0,0,0,0,0,0
YNL131W,54.3333333333333,84,9,15,15,1,0,0,0
YNL132W,598.546875,3042,64,0,0,0,66,126,7
YNL133C,56.5,153,6,19.5,33,2,0,0,0
YNL134C,188.842105263158,1107,19,15,15,1,37.8,66,5
YNL135C,60.6,192,5,0,0,0,0,0,0
YNL136W,259.7,1188,30,12,12,1,45,108,12
YNL137C,174.9375,1125,32,0,0,0,32.1428571428571,69,7
YNL138W,221.125,1560,24,0,0,0,46,129,6
YNL138W-A,29,42,3,0,0,0,0,0,0
YNL139C,906.607142857143,4470,84,0,0,0,26.4,69,10
YNL140C,377.666666666667,555,9,0,0,0,0,0,0
YNL141W,91.4,624,15,6,6,1,26.5,54,6
YNL142W,374.214285714286,1407,42,0,0,0,67.2857142857143,183,7
YNL143C,89.4,117,5,0,0,0,0,0,0
YNL144C,442.722222222222,2202,54,0,0,0,46.5,75,6
YNL144W-A,12,12,1,0,0,0,0,0,0
YNL145W,0,0,0,0,0,0,0,0,0
YNL146C-A,23.4,69,5,6,6,1,0,0,0
YNL146W,152.4,270,5,0,0,0,0,0,0
YNL147W,77.25,222,8,0,0,0,0,0,0
YNL148C,140.0625,645,16,0,0,0,39.6666666666667,81,9
YNL149C,138,354,3,30,39,2,0,0,0
YNL150W,225.75,405,4,12,12,1,0,0,0
YNL151C,131.117647058824,711,17,9,12,2,31.3846153846154,72,13
YNL152W,274.21875,1128,32,29,48,3,24.6,51,10
YNL153C,91.5,303,6,0,0,0,0,0,0
YNL154C,397.941176470588,1578,34,0,0,0,36.6,57,5
YNL155W,144.375,795,16,6,6,1,53.25,123,8
YNL156C,77.0769230769231,270,13,0,0,0,38.4,123,5
YNL157W,174,402,7,39,39,1,0,0,0
YNL158W,117.428571428571,408,7,0,0,0,0,0,0
YNL159C,145.666666666667,669,18,28.5,30,2,30,51,8
YNL160W,62.5,225,12,0,0,0,99,225,6
YNL161W,549.63829787234,2211,47,0,0,0,59.5,93,6
YNL162W,33,84,4,0,0,0,0,0,0
YNL162W-A,25.8,75,5,24,24,1,0,0,0
YNL163C,562.521739130435,3126,69,19.5,21,2,41.7272727272727,108,11
YNL164C,203.636363636364,987,33,31.5,45,2,31.3846153846154,63,13
YNL165W,165.176470588235,918,34,0,0,0,66.8571428571429,159,7
YNL166C,172.59375,1284,32,0,0,0,54.8571428571429,141,14
YNL167C,187.5,1341,34,0,0,0,27,45,2
YNL168C,102.2,471,15,15,15,1,27,48,7
YNL169C,407.225806451613,1494,31,0,0,0,47.25,111,8
YNL170W,125,378,6,42,42,1,0,0,0
YNL171C,103,138,3,0,0,0,0,0,0
YNL172W,772.03738317757,4953,107,0,0,0,39.5,144,12
YNL173C,119.2,1002,15,0,0,0,44.3333333333333,120,9
YNL174W,412,540,3,0,0,0,0,0,0
YNL175C,235.363636363636,708,22,0,0,0,66.75,147,8
YNL176C,247.125,1551,24,0,0,0,59.1428571428571,147,7
YNL177C,82.8461538461538,411,13,6,6,1,31,54,6
YNL178W,211.714285714286,411,7,0,0,0,48,57,2
YNL179C,85.5,90,2,0,0,0,0,0,0
YNL180C,84.5,420,18,15,18,2,53,117,12
YNL181W,255.625,1029,24,0,0,0,30.8181818181818,117,11
YNL182C,116.763157894737,1263,38,42,42,1,60.75,117,12
YNL183C,317.571428571429,1767,35,45,45,1,58.5,72,2
YNL184C,0,0,0,0,0,0,0,0,0
YNL185C,100,264,9,0,0,0,0,0,0
YNL186W,424.04347826087,2307,46,12,12,1,47.625,105,8
YNL187W,210,783,18,16.5,27,2,28.25,84,12
YNL188W,143.689655172414,1143,29,36,66,2,43.0909090909091,108,11
YNL189W,267.909090909091,1356,33,0,0,0,74,132,9
YNL190W,142.714285714286,405,7,0,0,0,142.714285714286,405,7
YNL191W,187.875,948,16,0,0,0,47.625,108,8
YNL192W,502.731958762887,3240,97,0,0,0,100.909090909091,270,11
YNL193W,275,1353,30,0,0,0,73.5,120,6
YNL194C,235,672,12,0,0,0,21.6,45,5
YNL195C,180.5,732,18,20,27,3,43.125,117,8
YNL196C,240,894,18,0,0,0,22.5,30,2
YNL197C,311.210526315789,1770,38,0,0,0,26.1428571428571,48,7
YNL198C,28.5,36,2,21,21,1,0,0,0
YNL199C,264.153846153846,1470,39,12,12,1,117,246,9
YNL200C,169.25,684,12,0,0,0,42.8571428571429,78,7
YNL201C,400.928571428571,2538,56,0,0,0,28.5,51,6
YNL202W,45.8181818181818,102,11,0,0,0,51.8571428571429,102,7
YNL203C,235.8,543,5,18,18,1,18,18,2
YNL204C,262.846153846154,876,13,0,0,0,74.625,171,8
YNL205C,118.5,339,6,0,0,0,0,0,0
YNL206C,184.363636363636,996,33,66,66,1,33,66,8
YNL207W,345.972972972973,1257,37,0,0,0,29.4,69,5
YNL208W,51,57,2,0,0,0,51,57,2
YNL209W,296.5,1578,24,0,0,0,41.5714285714286,87,7
YNL210W,61,126,6,0,0,0,49.5,111,4
YNL211C,45.75,90,4,27,27,1,0,0,0
YNL212W,288.465517241379,2328,58,0,0,0,44.3571428571429,156,14
YNL213C,143.181818181818,456,11,45,45,1,63.4285714285714,117,7
YNL214W,192,447,9,0,0,0,192,447,9
YNL215W,77,684,24,0,0,0,26.7272727272727,72,11
YNL216W,261.193548387097,2421,62,0,0,0,43,114,12
YNL217W,166.846153846154,705,26,0,0,0,22,54,9
YNL218W,195.891891891892,1248,37,18,18,1,43.875,108,8
YNL219C,189.111111111111,1362,27,0,0,0,32.4,57,5
YNL220W,146.590909090909,1146,22,14,21,3,46,126,9
YNL221C,575.571428571429,2400,56,39,39,1,34,69,6
YNL222W,111,555,21,0,0,0,60.375,213,16
YNL223W,178.578947368421,1458,38,0,0,0,30.4285714285714,51,7
YNL224C,345.979591836735,2031,49,0,0,0,33.5,69,6
YNL225C,248.642857142857,1728,42,0,0,0,73.1538461538462,135,13
YNL226W,42,129,4,0,0,0,0,0,0
YNL227C,135.073170731707,1134,41,16.5,21,2,27.2,63,15
YNL228W,80.7,297,10,0,0,0,25.8,42,5
YNL229C,170.88,1062,25,18,18,1,39,75,7
YNL230C,242.0625,1104,16,6,6,1,29,78,6
YNL231C,168.157894736842,918,19,0,0,0,24.8571428571429,45,7
YNL232W,34.35,81,20,33,39,2,28.5,54,12
YNL233W,390.795918367347,2424,49,0,0,0,35.5,72,6
YNL234W,461.423076923077,1233,26,24,24,1,33,60,5
YNL235C,143.5,273,6,0,0,0,0,0,0
YNL236W,558.532258064516,2922,62,0,0,0,48,153,6
YNL237W,304.034482758621,1284,29,15,15,1,60.75,120,8
YNL238W,279.142857142857,2295,42,0,0,0,58,102,12
YNL239W,202.269230769231,927,26,0,0,0,31.2857142857143,78,7
YNL240C,416.857142857143,1371,21,0,0,0,135,135,1
YNL241C,292.44,1350,25,0,0,0,42,84,5
YNL242W,713.368421052632,4512,95,0,0,0,23.1428571428571,48,7
YNL243W,631.269230769231,2721,52,0,0,0,58.5,102,6
YNL244C,46.5,108,6,0,0,0,0,0,0
YNL245C,102,492,11,27,27,1,0,0,0
YNL246W,219.25,792,12,22.5,27,2,44.5,90,6
YNL247W,296.588235294118,2265,51,0,0,0,82.7142857142857,150,7
YNL248C,87.9230769230769,483,13,0,0,0,42.6,99,5
YNL249C,267.714285714286,1533,42,6,6,1,40.125,105,16
YNL250W,775.791044776119,3837,67,36,36,1,25,36,6
YNL251C,204.222222222222,1353,27,0,0,0,38.25,63,4
YNL252C,160.714285714286,831,14,0,0,0,33.375,96,8
YNL253W,161.333333333333,1038,27,0,0,0,18.4285714285714,45,7
YNL254C,212.85,1119,20,0,0,0,44.25,78,8
YNL255C,80.4545454545455,345,11,15,15,1,0,0,0
YNL256W,591.613636363636,2418,44,21,21,1,19.2,36,5
YNL257C,600.283783783784,3360,74,0,0,0,27.6,51,5
YNL258C,338.410714285714,1995,56,0,0,0,61,159,6
YNL259C,63.75,186,4,16.5,21,2,0,0,0
YNL260C,176.307692307692,570,13,0,0,0,0,0,0
YNL261W,194.5,933,24,6,6,1,37.2857142857143,78,7
YNL262W,1178.81481481481,6666,162,0,0,0,29,81,12
YNL263C,231.545454545455,858,22,0,0,0,37.875,93,8
YNL264C,133.777777777778,564,27,6,6,1,34.25,90,12
YNL265C,166.304347826087,885,23,0,0,0,39.9,105,10
YNL266W,81,81,1,0,0,0,0,0,0
YNL267W,549.358208955224,2964,67,16.5,18,2,53,195,6
YNL268W,425.25,1764,32,0,0,0,37,72,9
YNL269W,96.6,225,5,0,0,0,0,0,0
YNL270C,435.888888888889,1698,27,18,24,2,49.2,111,5
YNL271C,1479.64102564103,5565,117,0,0,0,60.5,114,6
YNL272C,284.023255813953,1938,43,60,60,1,39.4285714285714,60,7
YNL273W,547.6875,3492,80,21,21,1,25.8,45,10
YNL274C,66.72,327,25,28.5,51,2,35.4,66,10
YNL275W,392.035714285714,1413,28,0,0,0,45.8571428571429,87,7
YNL276C,82.3333333333333,282,9,0,0,0,0,0,0
YNL277W,279.72,1143,25,0,0,0,34.8461538461538,99,13
YNL277W-A,61,156,3,15,15,1,0,0,0
YNL278W,468.6,3123,60,0,0,0,36.3333333333333,78,9
YNL279W,364.173913043478,1899,46,16.5,21,2,21.5454545454545,45,11
YNL280C,264.888888888889,1209,27,0,0,0,47.1818181818182,111,11
YNL281W,73.3333333333333,246,9,0,0,0,0,0,0
YNL282W,136,492,12,0,0,0,0,0,0
YNL283C,170.785714285714,1179,14,0,0,0,59.25,108,4
YNL284C,282.818181818182,885,11,0,0,0,33,54,4
YNL284C-A,371.464285714286,1056,28,0,0,0,55.5,144,6
YNL284C-B,852,5001,107,0,0,0,55.5,144,6
YNL285W,46.25,132,12,12,12,1,0,0,0
YNL286W,130.65,648,20,18,21,2,23.4545454545455,96,11
YNL287W,385,2748,51,0,0,0,44.1428571428571,66,7
YNL288W,400.285714285714,1074,28,18,21,2,47.3333333333333,111,9
YNL289W,180.923076923077,675,13,9,9,1,15,18,3
YNL290W,108.521739130435,792,23,9,9,1,30.2,123,15
YNL291C,228.80487804878,1506,41,0,0,0,23.4,54,10
YNL292W,191.4,1158,25,33,57,2,42.3,87,10
YNL293W,221.428571428571,1782,42,0,0,0,66.2142857142857,141,14
YNL294C,191.414634146341,1545,41,0,0,0,35.5,87,12
YNL295W,320.228571428571,1500,35,0,0,0,41.3333333333333,69,9
YNL296W,51.375,126,8,0,0,0,0,0,0
YNL297C,737.68085106383,4905,94,0,0,0,35,72,9
YNL298W,421.235294117647,2397,51,0,0,0,37.7142857142857,78,7
YNL299W,304.7,1860,30,0,0,0,33.5454545454545,102,11
YNL300W,66,192,5,18,18,1,0,0,0
YNL301C,52.5,99,4,0,0,0,0,0,0
YNL302C,163.5,303,4,39,39,1,0,0,0
YNL303W,69.4285714285714,168,7,0,0,0,0,0,0
YNL304W,261.24,1068,25,0,0,0,19,27,3
YNL305C,256.25,744,12,0,0,0,132,222,2
YNL306W,91.5,321,12,39,54,2,36,54,6
YNL307C,289.3125,1032,16,27,48,2,21,48,5
YNL308C,126.416666666667,1386,36,0,0,0,41,84,12
YNL309W,384,1248,20,0,0,0,67.7142857142857,147,7
YNL310C,133.666666666667,321,9,0,0,0,0,0,0
YNL311C,226.975609756098,2121,41,0,0,0,45.8571428571429,108,7
YNL312W,77.8,285,15,0,0,0,43.875,93,8
YNL313C,359.186440677966,2478,59,18,30,2,58,120,6
YNL314W,148.636363636364,534,11,42,42,1,75,153,5
YNL315C,187.909090909091,675,22,0,0,0,18.75,30,4
YNL316C,118.6875,771,16,0,0,0,36,75,9
YNL317W,278.153846153846,1203,39,6,6,1,19,42,9
YNL318C,341.615384615385,1374,39,0,0,0,33.3333333333333,54,9
YNL319W,72.375,270,8,6,6,1,0,0,0
YNL320W,111,834,21,0,0,0,30.2727272727273,69,11
YNL321W,349.446428571429,2355,56,0,0,0,51.9,81,10
YNL322C,353.4,939,10,0,0,0,192,306,3
YNL323W,135,915,28,0,0,0,34.2,72,10
YNL324W,127.2,315,5,6,6,1,0,0,0
YNL325C,438.421875,2625,64,79.5,81,2,52,93,9
YNL326C,150.391304347826,744,23,18,18,1,52.3636363636364,93,11
YNL327W,332.636363636364,2679,33,0,0,0,76.8,135,5
YNL328C,105,405,9,0,0,0,0,0,0
YNL329C,517.4,2868,60,0,0,0,47.6666666666667,171,9
YNL330C,267.866666666667,1185,45,0,0,0,49.5,120,18
YNL331C,236.785714285714,993,28,0,0,0,34.7142857142857,78,7
YNL332W,274.5,915,20,0,0,0,48,126,7
YNL333W,535.846153846154,861,13,0,0,0,132,132,1
YNL334C,130.615384615385,555,13,15,15,1,27,93,10
YNL335W,94.75,390,12,0,0,0,39,84,9
YNL336W,172.5,990,30,21,27,2,45.75,105,8
YNL337W,30,30,1,0,0,0,0,0,0
YNL338W,126,126,1,0,0,0,0,0,0
YNL339C,1148.6,5388,105,0,0,0,78.75,114,4
YNL339W-A,137,216,3,0,0,0,0,0,0
YNL339W-B,136.8,480,5,18,18,1,0,0,0
YNR001C,212.347826086957,1371,23,0,0,0,35,54,3
YNR001W-A,19,36,3,15,15,1,0,0,0
YNR002C,166,534,12,0,0,0,56,105,6
YNR003C,293.714285714286,945,21,37.5,48,2,34.2857142857143,54,7
YNR003W-A,24,24,1,0,0,0,0,0,0
YNR004W,20.625,57,8,0,0,0,0,0,0
YNR005C,216,357,7,0,0,0,0,0,0
YNR006W,365.545454545455,1725,33,0,0,0,26.3333333333333,72,9
YNR007C,146.076923076923,807,26,0,0,0,27,63,14
YNR008W,369.063829787234,1458,47,0,0,0,58.125,102,8
YNR009W,344.625,741,8,0,0,0,65,126,3
YNR010W,52,87,3,0,0,0,0,0,0
YNR011C,446.898305084746,2205,59,19,33,3,24.4615384615385,57,13
YNR012W,199.8,1410,35,21,21,1,30.6,69,10
YNR013C,522.568965517241,2367,58,0,0,0,82.7142857142857,159,7
YNR014W,87.8571428571429,189,7,0,0,0,35,45,3
YNR015W,379.25,1119,12,21,21,1,54,87,2
YNR016C,1249.41044776119,6663,134,0,0,0,55.5,132,4
YNR017W,126,519,14,0,0,0,52,93,9
YNR018W,150,432,10,0,0,0,60,132,5
YNR019W,382.875,1644,48,0,0,0,34.875,108,8
YNR020C,244.166666666667,807,18,0,0,0,43.3333333333333,207,9
YNR021W,217.826086956522,1116,23,0,0,0,32.625,90,8
YNR022C,117.75,288,4,0,0,0,0,0,0
YNR023W,312.9,1689,50,0,0,0,41.25,84,8
YNR024W,139.6,516,15,36,36,1,0,0,0
YNR025C,120.75,210,4,0,0,0,0,0,0
YNR026C,186.428571428571,951,21,0,0,0,51,84,6
YNR027W,120.857142857143,489,14,0,0,0,48,132,9
YNR028W,262.2,891,15,27,27,1,15.5,27,6
YNR029C,211.8,942,30,30,36,2,37.2,63,10
YNR030W,391.363636363636,1449,33,0,0,0,45,90,7
YNR031C,776.168067226891,4671,119,0,0,0,186,186,1
YNR032C-A,12,12,1,12,12,1,0,0,0
YNR032W,277.428571428571,1017,21,39,39,1,34.7142857142857,87,7
YNR033W,342.661016949153,2187,59,15,15,1,38.8235294117647,144,17
YNR034W,121.772727272727,837,22,18,18,1,32.3333333333333,120,9
YNR034W-A,45,81,4,0,0,0,0,0,0
YNR035C,120.692307692308,942,13,12,12,1,45.75,84,4
YNR036C,186.428571428571,447,7,0,0,0,0,0,0
YNR037C,108,198,3,51,51,1,0,0,0
YNR038W,341.727272727273,1695,22,0,0,0,57,114,6
YNR039C,295.666666666667,1803,36,0,0,0,24.5,39,6
YNR040W,264,762,9,0,0,0,74,120,3
YNR041C,399.15,861,20,0,0,0,92,204,3
YNR042W,106.8,339,5,28.5,51,2,0,0,0
YNR043W,238.8,927,25,0,0,0,44,66,6
YNR044W,304.695652173913,1092,23,0,0,0,69,147,4
YNR045W,365.142857142857,1383,28,36,42,2,28.125,63,8
YNR046W,67,141,6,0,0,0,0,0,0
YNR047W,422.637931034483,2517,58,0,0,0,59.625,147,8
YNR048W,170.75,1023,24,0,0,0,51,117,8
YNR049C,169.333333333333,630,9,0,0,0,36,81,4
YNR050C,134.828571428571,987,35,0,0,0,31.1538461538462,72,13
YNR051C,237.321428571429,1491,28,0,0,0,33.3333333333333,99,9
YNR052C,399.777777777778,1293,27,21,21,1,25.5,42,4
YNR053C,262.2,1341,20,18,18,1,45,102,8
YNR054C,147.75,579,12,30,30,1,30,63,5
YNR055C,366.535714285714,1554,28,0,0,0,24.5,33,6
YNR056C,450.51724137931,1596,29,54,54,1,82.2,171,5
YNR057C,75.8571428571429,450,14,0,0,0,47.5714285714286,111,7
YNR058W,363.535714285714,1260,28,18,18,1,42,93,5
YNR059W,175.392857142857,1140,28,0,0,0,51.8571428571429,114,7
YNR060W,406.851063829787,1968,47,0,0,0,80.0769230769231,180,13
YNR061C,200.142857142857,450,7,0,0,0,46.5,66,2
YNR062C,305.625,912,16,0,0,0,39,78,4
YNR063W,203.657142857143,924,35,0,0,0,40.9090909090909,93,11
YNR064C,128.785714285714,744,14,0,0,0,44.25,81,8
YNR065C,359.625,3345,72,12,12,1,44.5,126,12
YNR066C,97.0344827586207,501,29,27,27,1,52.8,93,10
YNR067C,472.954545454545,2910,66,30,30,1,35,72,6
YNR068C,143.625,717,16,0,0,0,35.1428571428571,84,7
YNR069C,277.222222222222,1245,27,0,0,0,92.5,228,12
YNR070W,826.531914893617,3879,94,0,0,0,31.3333333333333,99,9
YNR071C,214.333333333333,858,18,0,0,0,36,72,9
YNR072W,351.439024390244,1446,41,0,0,0,45.4285714285714,81,7
YNR073C,410.714285714286,1347,42,15,15,1,31.5,102,8
YNR074C,40,117,15,0,0,0,34.2,66,5
YNR075C-A,0,0,0,0,0,0,0,0,0
YNR075W,174.3,954,20,0,0,0,57.6,123,5
YNR076W,144,210,3,0,0,0,0,0,0
YNR077C,0,0,0,0,0,0,0,0,0
YOL001W,134.5,759,12,27,27,1,27.75,75,8
YOL002C,121.153846153846,609,13,0,0,0,32.1428571428571,66,7
YOL003C,214.56,993,25,0,0,0,68,78,3
YOL004W,587.393617021277,4344,94,0,0,0,65.5,129,6
YOL005C,31.5,54,2,54,54,1,0,0,0
YOL006C,234.789473684211,2208,38,42,69,5,30.9230769230769,69,13
YOL007C,165.8,792,15,0,0,0,67.2,111,5
YOL008W,119.727272727273,573,11,0,0,0,42.5,96,6
YOL009C,111.230769230769,480,13,12,12,1,45.3333333333333,102,9
YOL010W,243.375,798,16,0,0,0,37.5,84,4
YOL011W,302.926829268293,1713,41,60,60,1,51,72,10
YOL012C,44,78,3,45,45,1,0,0,0
YOL013C,371.558823529412,1512,34,0,0,0,28.8,39,5
YOL013W-A,118,189,3,42,42,1,0,0,0
YOL013W-B,69,222,8,0,0,0,0,0,0
YOL014W,137.181818181818,345,11,0,0,0,0,0,0
YOL015W,364.714285714286,1698,28,0,0,0,32.1428571428571,75,7
YOL016C,171.25,1071,24,15,24,2,22.875,51,8
YOL017W,427.65306122449,2094,49,0,0,0,27,63,9
YOL018C,250.548387096774,1086,31,0,0,0,32.75,63,12
YOL019W,346.178571428571,1599,28,0,0,0,129,207,6
YOL019W-A,0,0,0,0,0,0,0,0,0
YOL020W,313.909090909091,1515,22,12,12,1,43.8,96,5
YOL021C,329.409090909091,2295,66,9,9,1,25.3636363636364,60,11
YOL022C,175.636363636364,1005,33,27,42,2,30.9,78,10
YOL023W,230.121951219512,1581,41,12,12,1,33.9,93,10
YOL024W,143.75,474,12,18,18,1,0,0,0
YOL025W,453.214285714286,1917,42,24,24,1,49.5,78,8
YOL026C,166.5,279,4,48,48,1,0,0,0
YOL027C,451.304347826087,1473,23,39,39,1,40.8,57,5
YOL028C,185.0625,663,16,0,0,0,125.75,270,12
YOL029C,109.6875,567,16,21,21,1,63.25,210,12
YOL030W,302.454545454545,1155,22,0,0,0,57,120,5
YOL031C,214.269230769231,1008,26,0,0,0,35.6666666666667,84,9
YOL032W,111.1875,426,16,0,0,0,38.25,72,8
YOL033W,213,1605,38,0,0,0,26.625,81,8
YOL034W,379.181818181818,3087,66,45,54,2,30.75,54,8
YOL035C,134,201,3,0,0,0,0,0,0
YOL036W,455.909090909091,2199,33,0,0,0,70.8,159,5
YOL037C,30.5,81,6,15,18,2,0,0,0
YOL038C-A,48,87,2,0,0,0,0,0,0
YOL038W,84,165,7,42,42,1,87.5,165,6
YOL039W,66,108,2,0,0,0,0,0,0
YOL040C,174,348,10,0,0,0,0,0,0
YOL041C,76,429,21,15,15,1,24.6666666666667,45,9
YOL042W,232.222222222222,993,27,0,0,0,49.2,138,10
YOL043C,225.115384615385,879,26,0,0,0,19.5,30,6
YOL044W,332.869565217391,1134,23,0,0,0,28.2857142857143,57,7
YOL045W,465.896103896104,3045,77,0,0,0,47.25,90,8
YOL046C,137.8125,630,16,0,0,0,65.7,150,10
YOL047C,336.692307692308,939,13,0,0,0,37.8,108,5
YOL048C,165,966,17,15,15,1,27,93,8
YOL049W,206.739130434783,1392,23,12,15,2,42.8571428571429,105,7
YOL050C,63,177,4,12,12,1,0,0,0
YOL051W,905.796610169491,3162,59,0,0,0,48,69,3
YOL052C,240.142857142857,1023,21,0,0,0,40.8,81,5
YOL052C-A,43.5,72,2,0,0,0,0,0,0
YOL053W,149.181818181818,1038,22,27,27,1,60.75,93,8
YOL054W,168.365853658537,1113,41,33,33,1,52.125,126,8
YOL055C,216.923076923077,1494,39,0,0,0,43.7142857142857,132,7
YOL056W,146.5,690,18,13.5,18,2,28.125,54,8
YOL057W,331.357142857143,2097,42,13.5,15,2,25.5,48,8
YOL058W,236.117647058824,1164,17,0,0,0,26,60,6
YOL059W,159.260869565217,1179,23,0,0,0,29,54,3
YOL060C,516.771428571429,1866,35,0,0,0,24,45,4
YOL061W,360.818181818182,1485,22,0,0,0,58.5,81,2
YOL062C,263.675675675676,1206,37,0,0,0,38,75,9
YOL063C,249.622641509434,2151,53,0,0,0,76.3333333333333,120,9
YOL064C,60.6,384,20,0,0,0,41,102,9
YOL065C,89.375,717,24,0,0,0,34.2857142857143,90,14
YOL066C,245.571428571429,1194,35,27,33,2,25,45,9
YOL067C,58.8,204,5,0,0,0,0,0,0
YOL068C,362.090909090909,1497,33,15,15,1,15.75,30,8
YOL069W,262.965517241379,1236,29,25.5,33,2,37.2857142857143,75,7
YOL070C,348,1440,23,0,0,0,54,81,6
YOL071W,121.285714285714,480,7,0,0,0,0,0,0
